Position,State,Member,Party,Chamber,Geography,Region,Division,MALELFP,FEMALELFP,MARRIEDRATE,TOTALHHs,MARRIEDwKIDS,COHABITwKIDS,SINGDADwKIDS,SINGMOMwKIDS,KIDSPRESENTHH,ALLFERTILITY,UNMARRFERTILITY,FERTILITYRATE,MARRIEDFERTILITY,MARRIEDwKIDSpct,Abbrev,DEM.,REP.,FIPS,DemxHouse.y,GOPxHouse.y,Note,Flip
"Congressional District 8 (118th Congress), North Carolina",North Carolina,Mark Harris,Republican ,8,5001800US3708,South,South Atlantic,0.6813675691523089,0.5625684141114409,52.8,275537,58204,6447,3152,14452,33.8,9192,3320,54,5872,21.1,NC,0.48,0.51,37,0.4,0.6,New member,NA
"Congressional District 9 (118th Congress), North Carolina",North Carolina,Richard Hudson,Republican ,9,5001800US3709,South,South Atlantic,0.6728764066610653,0.5528681113350647,49.3,284434,51609,6289,3427,17519,31.3,9588,3170,56,6418,18.1,NC,0.48,0.51,37,0.38,0.56000000000000005,NA,NA
"Congressional District 10 (118th Congress), North Carolina",North Carolina,Pat Harrigan,Republican ,10,5001800US3710,South,South Atlantic,0.6664164139113838,0.548537559592836,51.6,292354,51836,7665,4080,13625,30.6,9670,3601,59,6069,17.7,NC,0.48,0.51,37,0.38,0.56999999999999995,New member,NA
"Congressional District 11 (118th Congress), North Carolina",North Carolina,Chuck Edwards,Republican ,11,5001800US3711,South,South Atlantic,0.6115236105417664,0.522919070809598,50.6,306151,41658,5045,2628,12195,23.1,6947,2107,45,4840,13.6,NC,0.48,0.51,37,0.43,0.56999999999999995,NA,NA
"Congressional District 12 (118th Congress), North Carolina",North Carolina,Alma Adams,Democratic ,12,5001800US3712,South,South Atlantic,0.7492686253746612,0.641610488844845,45.2,278976,54257,5488,3446,19840,33.2,9222,2434,47,6788,19.4,NC,0.48,0.51,37,0.74,0.26,NA,NA
"Congressional District 13 (118th Congress), North Carolina",North Carolina,Brad Knott,Republican ,13,5001800US3713,South,South Atlantic,0.7120895857272042,0.6022771002799931,51.0,277091,65147,6837,3387,15032,35.7,9387,2941,51,6446,23.5,NC,0.48,0.51,37,0.41,0.59,New member,2024flip
"Congressional District 14 (118th Congress), North Carolina",North Carolina,Tim Moore,Republican ,14,5001800US3714,South,South Atlantic,0.7695950630980447,0.6470465153709963,46.3,306755,55121,6052,4089,16526,29.4,10115,3384,52,6731,18.0,NC,0.48,0.51,37,0.42,0.57999999999999996,New member,2024flip
"Congressional District (at Large) (118th Congress), North Dakota",North Dakota,Julie Fedorchak,Republican ,(at Large),5001800US3800,Midwest,NW Central,0.7357164865113827,0.6440600071117552,51.1,320038,60932,6835,4086,11580,27.8,11428,2758,65,8670,19.0,ND,0.31,0.67,38,0.3,0.7,New member,NA
"Congressional District 1 (118th Congress), Ohio",Ohio,Greg Landsman,Democratic ,1,5001800US3901,Midwest,NE Central,0.7035370777611393,0.6238716838369784,45.9,323479,57639,5696,3582,19444,28.8,10172,3709,54,6463,17.8,OH,0.44,0.55,39,0.55000000000000004,0.45,NA,NA
"Congressional District 2 (118th Congress), Ohio",Ohio,David Taylor,Republican ,2,5001800US3902,Midwest,NE Central,0.6059579631197786,0.5389579765970444,50.5,304076,54766,9216,4258,13371,30.8,8944,3250,53,5694,18.0,OH,0.44,0.55,39,0.26,0.74,New member,NA
"Congressional District 3 (118th Congress), Ohio",Ohio,Joyce Beatty,Democratic ,3,5001800US3903,Midwest,NE Central,0.7370255868406806,0.6519165622246764,39.6,328262,49620,7400,4401,22510,28.2,11812,4271,57,7541,15.1,OH,0.44,0.55,39,0.71,0.28999999999999998,NA,NA
"Congressional District 4 (118th Congress), Ohio",Ohio,Jim Jordan,Republican ,4,5001800US3904,Midwest,NE Central,0.6730556930221935,0.5840763676542385,52.6,303436,63331,7921,3999,13085,32.0,9527,2979,56,6548,20.9,OH,0.44,0.55,39,0.32,0.68,NA,NA
"Congressional District 5 (118th Congress), Ohio",Ohio,Bob Latta,Republican ,5,5001800US3905,Midwest,NE Central,0.6697233019345171,0.5841594979001109,49.2,314798,53940,8173,4492,14403,28.7,10405,4236,61,6169,17.1,OH,0.44,0.55,39,0.32,0.68,NA,NA
"Congressional District 6 (118th Congress), Ohio",Ohio,Michael Rulli,Republican ,6,5001800US3906,Midwest,NE Central,0.6216042987065921,0.5384215272584015,47.0,323315,44986,9453,4072,15168,25.7,7909,3159,50,4750,13.9,OH,0.44,0.55,39,0.33,0.67,NA,NA
"Congressional District 7 (118th Congress), Ohio",Ohio,Max Miller,Republican ,7,5001800US3907,Midwest,NE Central,0.7083920687163844,0.5931486195598437,53.8,318178,61872,6049,3664,10168,27.6,8518,1466,52,7052,19.4,OH,0.44,0.55,39,0.36,0.51,NA,NA
"Congressional District 8 (118th Congress), Ohio",Ohio,Warren Davidson,Republican ,8,5001800US3908,Midwest,NE Central,0.6902810304449649,0.5991785908519776,49.8,302661,56778,7281,4085,16956,31.6,9877,3202,56,6675,18.8,OH,0.44,0.55,39,0.37,0.63,NA,NA
"Congressional District 9 (118th Congress), Ohio",Ohio,Marcy Kaptur,Democratic ,9,5001800US3909,Midwest,NE Central,0.6722337254545041,0.5884651805515714,46.2,329335,47968,10255,4646,18640,27.7,9787,4270,57,5517,14.6,OH,0.44,0.55,39,0.48,0.48,NA,NA
"Congressional District 10 (118th Congress), Ohio",Ohio,Michael Turner,Republican ,10,5001800US3910,Midwest,NE Central,0.6721624481586886,0.5780308614524254,44.3,327844,47732,9451,3730,19969,27.7,11148,5489,62,5659,14.6,OH,0.44,0.55,39,0.39,0.57999999999999996,NA,NA
"Congressional District 11 (118th Congress), Ohio",Ohio,Shontel Brown,Democratic ,11,5001800US3911,Midwest,NE Central,0.6549108402649932,0.6005643610143182,31.3,353187,31390,7680,4532,29068,23.6,9707,5679,51,4028,8.9,OH,0.44,0.55,39,0.78,0.2,NA,NA
"Congressional District 12 (118th Congress), Ohio",Ohio,Troy Balderson,Republican ,12,5001800US3912,Midwest,NE Central,0.6675712303572005,0.5682251429718069,51.9,295475,60697,7998,3695,12478,31.9,10330,3286,58,7044,20.5,OH,0.44,0.55,39,0.31,0.69,NA,NA
"Congressional District 13 (118th Congress), Ohio",Ohio,Emilia Sykes,Democratic ,13,5001800US3913,Midwest,NE Central,0.6890622873474572,0.5962345753689814,46.7,331698,50624,8038,4393,18854,27.2,8871,3899,51,4972,15.3,OH,0.44,0.55,39,0.51,0.49,NA,NA
"Congressional District 14 (118th Congress), Ohio",Ohio,David Joyce,Republican ,14,5001800US3914,Midwest,NE Central,0.6649939196641518,0.5698759931775004,48.3,320712,50631,7426,3646,13059,25.7,8209,2980,49,5229,15.8,OH,0.44,0.55,39,0.37,0.63,NA,NA
"Congressional District 15 (118th Congress), Ohio",Ohio,Mike Carey,Republican ,15,5001800US3915,Midwest,NE Central,0.7274508069720287,0.6289797383484286,48.9,312952,57985,8691,4800,17309,31.4,11257,3447,61,7810,18.5,OH,0.44,0.55,39,0.44,0.56000000000000005,NA,NA
"Congressional District 1 (118th Congress), Oklahoma",Oklahoma,Kevin Hern,Republican ,1,5001800US4001,South,SW Central,0.721958868023559,0.5896366715976797,48.8,309338,59395,7433,5032,16454,31.8,11284,3517,60,7767,19.2,OK,0.32,0.66,40,0.35,0.6,NA,NA
"Congressional District 2 (118th Congress), Oklahoma",Oklahoma,Josh Brecheen,Republican ,2,5001800US4002,South,SW Central,0.5774280801345111,0.5038602854953955,49.3,302082,50993,8209,4448,15048,30.9,9854,3783,58,6071,16.9,OK,0.32,0.66,40,0.21,0.74,NA,NA
"Congressional District 3 (118th Congress), Oklahoma",Oklahoma,Frank Lucas,Republican ,3,5001800US4003,South,SW Central,0.6555084129523424,0.5491999386875129,47.0,294900,55131,8378,5107,15799,32.0,10432,3393,58,7039,18.7,OK,0.32,0.66,40,--,0,NA,NA
"Congressional District 4 (118th Congress), Oklahoma",Oklahoma,Tom Cole,Republican ,4,5001800US4004,South,SW Central,0.6722884984309689,0.569386985224772,48.2,304089,58497,7324,5070,16778,32.5,10713,3478,56,7235,19.2,OK,0.32,0.66,40,0.28000000000000003,0.65,NA,NA
"Congressional District 5 (118th Congress), Oklahoma",Oklahoma,Stephanie Bice,Republican ,5,5001800US4005,South,SW Central,0.7008470709595509,0.5909107774507136,50.2,312302,61102,6323,4632,16634,31.5,10536,3006,55,7530,19.6,OK,0.32,0.66,40,0.39,0.61,NA,NA
"Congressional District 1 (118th Congress), Oregon",Oregon,Suzanne Bonamici,Democratic ,1,5001800US4101,West,Pacific,0.7291996388367247,0.6196730025161618,48.9,291827,53738,6122,3187,8520,26.3,7427,1558,42,5869,18.4,OR,0.55,0.41,41,0.69,0.28000000000000003,NA,NA
"Congressional District 2 (118th Congress), Oregon",Oregon,Cliff Bentz,Republican ,2,5001800US4102,West,Pacific,0.5771182061872115,0.5195196456126723,50.2,277579,44778,7616,3728,11188,27.8,7744,1817,54,5927,16.1,OR,0.55,0.41,41,0.33,0.64,NA,NA
"Congressional District 3 (118th Congress), Oregon",Oregon,Maxine Dexter,Democratic ,3,5001800US4103,West,Pacific,0.7233779873688896,0.6590786094689853,44.8,275514,49293,6314,3656,11868,28.2,7074,1391,39,5683,17.9,OR,0.55,0.41,41,0.68,0.25,New member,NA
"Congressional District 4 (118th Congress), Oregon",Oregon,Val Hoyle,Democratic ,4,5001800US4104,West,Pacific,0.6068627284028405,0.5401392738382037,46.0,295412,38567,8256,3837,11207,23.4,6415,1996,41,4419,13.1,OR,0.55,0.41,41,0.52,0.44,NA,NA
"Congressional District 5 (118th Congress), Oregon",Oregon,Janelle Bynum,Democratic ,5,5001800US4105,West,Pacific,0.6846309853581322,0.5784499248881878,53.2,276348,55190,5446,3916,10053,29.4,8660,1727,55,6933,20.0,OR,0.55,0.41,41,0.48,0.45,New member,2024flip
"Congressional District 6 (118th Congress), Oregon",Oregon,Andrea Salinas,Democratic ,6,5001800US4106,West,Pacific,0.6793395092335296,0.5848400725882013,49.1,264120,52640,7348,3691,12586,31.6,7705,2067,46,5638,19.9,OR,0.55,0.41,41,0.53,0.47,NA,NA
"Congressional District 1 (118th Congress), Pennsylvania",Pennsylvania,Brian Fitzpatrick,Republican ,1,5001800US4201,Northeast,Mid-Atlantic,0.727547846464071,0.6213945314454395,55.5,290717,63616,4565,3866,9729,31.0,7509,1801,47,5708,21.9,PA,0.49,0.5,42,0.44,0.56000000000000005,NA,NA
"Congressional District 2 (118th Congress), Pennsylvania",Pennsylvania,Brendan Boyle,Democratic ,2,5001800US4202,Northeast,Mid-Atlantic,0.6479959845982668,0.5810731197793764,35.3,294983,37739,10313,3965,25833,31.1,11089,4898,58,6191,12.8,PA,0.49,0.5,42,0.71,0.28999999999999998,NA,NA
"Congressional District 3 (118th Congress), Pennsylvania",Pennsylvania,Dwight Evans,Democratic ,3,5001800US4203,Northeast,Mid-Atlantic,0.664465071173761,0.6225722326177602,27.9,334250,27441,5829,4418,26396,22.6,8861,4473,41,4388,8.2,PA,0.49,0.5,42,1,--,NA,NA
"Congressional District 4 (118th Congress), Pennsylvania",Pennsylvania,Madeleine Dean,Democratic ,4,5001800US4204,Northeast,Mid-Atlantic,0.7180610972364515,0.6232367113574514,53.8,294935,63942,4488,3091,10956,30.2,7896,1647,47,6249,21.7,PA,0.49,0.5,42,0.59,0.41,NA,NA
"Congressional District 5 (118th Congress), Pennsylvania",Pennsylvania,Mary Gay Scanlon,Democratic ,5,5001800US4205,Northeast,Mid-Atlantic,0.7123533661288658,0.6246440792267153,45.0,290098,54935,5364,3910,18032,31.5,9643,2830,53,6813,18.9,PA,0.49,0.5,42,0.65,0.35,NA,NA
"Congressional District 6 (118th Congress), Pennsylvania",Pennsylvania,Chrissy Houlahan,Democratic ,6,5001800US4206,Northeast,Mid-Atlantic,0.736097794822627,0.6139096637041211,52.4,286144,63310,6948,3379,12271,32.5,8960,2664,52,6296,22.1,PA,0.49,0.5,42,0.56000000000000005,0.44,NA,NA
"Congressional District 7 (118th Congress), Pennsylvania",Pennsylvania,Ryan Mackenzie,Democratic ,7,5001800US4207,Northeast,Mid-Atlantic,0.6809849877201828,0.5902619724057826,48.7,293921,52478,7451,3237,14783,29.6,8541,3173,50,5368,17.9,PA,0.49,0.5,42,0.49,0.51,New member,2024flip
"Congressional District 8 (118th Congress), Pennsylvania",Pennsylvania,Rob Bresnahan,Democratic ,8,5001800US4208,Northeast,Mid-Atlantic,0.6396900902047504,0.559992085228272,45.6,301371,44453,8820,4250,15664,27.3,8157,3507,50,4650,14.8,PA,0.49,0.5,42,0.49,0.51,New member,2024flip
"Congressional District 9 (118th Congress), Pennsylvania",Pennsylvania,Dan Meuser,Republican ,9,5001800US4209,Northeast,Mid-Atlantic,0.6325524986391894,0.5520879538685761,49.3,305191,46593,9932,3967,11801,26.3,8261,2842,53,5419,15.3,PA,0.49,0.5,42,0.28999999999999998,0.71,NA,NA
"Congressional District 10 (118th Congress), Pennsylvania",Pennsylvania,Scott Perry,Republican ,10,5001800US4210,Northeast,Mid-Atlantic,0.6892941041184104,0.6105961393959677,49.6,307605,54271,7512,3680,15012,28.8,9011,2723,52,6288,17.6,PA,0.49,0.5,42,0.49,0.51,NA,NA
"Congressional District 11 (118th Congress), Pennsylvania",Pennsylvania,Lloyd Smucker,Republican ,11,5001800US4211,Northeast,Mid-Atlantic,0.7311397032974759,0.5916454739377478,55.5,292427,61270,6197,2879,10031,30.0,9711,1937,58,7774,21.0,PA,0.49,0.5,42,0.37,0.63,NA,NA
"Congressional District 12 (118th Congress), Pennsylvania",Pennsylvania,Summer Lee,Democratic ,12,5001800US4212,Northeast,Mid-Atlantic,0.6774295337021129,0.5975591463012186,41.6,335519,42867,4986,3360,15953,21.9,7917,2960,44,4957,12.8,PA,0.49,0.5,42,0.56000000000000005,0.44,NA,NA
"Congressional District 13 (118th Congress), Pennsylvania",Pennsylvania,John Joyce,Republican ,13,5001800US4213,Northeast,Mid-Atlantic,0.6417117944157809,0.5480580234917279,51.8,305798,50304,8090,3772,11431,26.7,7973,2318,51,5655,16.5,PA,0.49,0.5,42,0.26,0.74,NA,NA
"Congressional District 14 (118th Congress), Pennsylvania",Pennsylvania,Guy Reschenthaler,Republican ,14,5001800US4214,Northeast,Mid-Atlantic,0.6224337258023573,0.5414318916513953,49.8,320439,48162,6284,3688,10320,23.9,7777,2606,51,5171,15.0,PA,0.49,0.5,42,0.33,0.67,NA,NA
"Congressional District 15 (118th Congress), Pennsylvania",Pennsylvania,Glenn Thompson,Republican ,15,5001800US4215,Northeast,Mid-Atlantic,0.5975061498006616,0.5323164392879602,48.7,299458,47012,6810,3738,8596,24.5,7777,2387,48,5390,15.7,PA,0.49,0.5,42,0.28999999999999998,0.71,NA,NA
"Congressional District 16 (118th Congress), Pennsylvania",Pennsylvania,Mike Kelly,Republican ,16,5001800US4216,Northeast,Mid-Atlantic,0.6353778412931385,0.5496083347122532,49.0,312401,49397,7161,4465,14068,26.5,9223,3226,57,5997,15.8,PA,0.49,0.5,42,0.36,0.64,NA,NA
"Congressional District 17 (118th Congress), Pennsylvania",Pennsylvania,Chris Deluzio,Democratic ,17,5001800US4217,Northeast,Mid-Atlantic,0.71057693888624,0.5946940050795497,51.5,328470,56831,5453,3398,12262,25.4,8357,1820,53,6537,17.3,PA,0.49,0.5,42,0.54,0.46,NA,NA
"Congressional District 1 (118th Congress), Rhode Island",Rhode Island,Gabe Amo,Democratic ,1,5001800US4401,Northeast,New England,0.6882655924231157,0.61016941882908,42.4,215411,33311,5794,2825,12294,27.8,5889,2179,46,3710,15.5,RI,0.55,0.42,44,0.63,0.32,NA,NA
"Congressional District 2 (118th Congress), Rhode Island",Rhode Island,Seth Magaziner,Democratic ,2,5001800US4402,Northeast,New England,0.6924772958628017,0.6109457770370811,45.3,216808,34052,5172,2327,10638,26.8,5902,1602,47,4300,15.7,RI,0.55,0.42,44,0.57999999999999996,0.42,NA,NA
"Congressional District 1 (118th Congress), South Carolina",South Carolina,Nancy Mace,Republican ,1,5001800US4501,South,South Atlantic,0.6949032910177999,0.5618340456541863,54.4,288212,53380,4039,2649,14205,28.6,8437,2612,52,5825,18.5,SC,0.4,0.58,45,0.42,0.57999999999999996,NA,NA
"Congressional District 2 (118th Congress), South Carolina",South Carolina,Joe Wilson,Republican ,2,5001800US4502,South,South Atlantic,0.693042856738472,0.5918851210846037,50.0,290555,52485,5933,3273,18170,31.3,9281,3686,54,5595,18.1,SC,0.4,0.58,45,0.4,0.6,NA,NA
"Congressional District 3 (118th Congress), South Carolina",South Carolina,Sheri Biggs,Republican ,3,5001800US4503,South,South Atlantic,0.6239804438017524,0.5225873366039973,49.9,285824,46499,5632,3208,14276,28.2,9288,3507,57,5781,16.3,SC,0.4,0.58,45,0.25,0.72,New member,NA
"Congressional District 4 (118th Congress), South Carolina",South Carolina,William Timmons,Republican ,4,5001800US4504,South,South Atlantic,0.7029459239904486,0.5824556586319388,48.5,290732,53928,7203,3956,16893,31.3,9709,3248,55,6461,18.5,SC,0.4,0.58,45,0.37,0.6,NA,NA
"Congressional District 5 (118th Congress), South Carolina",South Carolina,Ralph Norman,Republican ,5,5001800US4505,South,South Atlantic,0.6658975411576519,0.5661623645528756,51.3,284078,53356,5878,2831,16376,31.5,9217,3800,55,5417,18.8,SC,0.4,0.58,45,0.36,0.64,NA,NA
"Congressional District 6 (118th Congress), South Carolina",South Carolina,James Clyburn,Democratic ,6,5001800US4506,South,South Atlantic,0.6125408171047068,0.576083225265085,35.6,293692,31898,4874,2136,21279,24.9,10139,5299,56,4840,10.9,SC,0.4,0.58,45,0.6,0.37,NA,NA
"Congressional District 7 (118th Congress), South Carolina",South Carolina,Russell Fry,Republican ,7,5001800US4507,South,South Atlantic,0.5753234480507208,0.5156120076436239,45.6,289992,35008,6276,2945,16808,25.2,6759,3622,43,3137,12.1,SC,0.4,0.58,45,0.35,0.65,NA,NA
"Congressional District (at Large) (118th Congress), South Dakota",South Dakota,Dusty Johnson,Republican ,(at Large),5001800US4600,Midwest,NW Central,0.7135545163309643,0.6378120021242698,51.1,351182,66843,8492,4663,14190,29.4,12228,3498,64,8730,19.0,SD,0.34,0.63,46,0.28000000000000003,0.72,NA,NA
"Congressional District 1 (118th Congress), Tennessee",Tennessee,Diana Harshbarger,Republican ,1,5001800US4701,South,SE Central,0.6013151960799993,0.5183545879554068,50.7,312758,47502,6659,4892,12938,27.3,6993,2233,42,4760,15.2,TN,0.34,0.64,47,0.19,0.78,NA,NA
"Congressional District 2 (118th Congress), Tennessee",Tennessee,Tim Burchett,Republican ,2,5001800US4702,South,SE Central,0.6659960346175937,0.5620099545286961,50.5,310737,53654,5430,3558,12638,27.7,7942,1856,44,6086,17.3,TN,0.34,0.64,47,0.31,0.69,NA,NA
"Congressional District 3 (118th Congress), Tennessee",Tennessee,Charles J. Fleischmann,Republican ,3,5001800US4703,South,SE Central,0.6487191782385887,0.5462088972462082,50.3,307999,50950,6464,3795,13973,28.3,9328,2853,54,6475,16.5,TN,0.34,0.64,47,0.28999999999999998,0.68,NA,NA
"Congressional District 4 (118th Congress), Tennessee",Tennessee,Scott DesJarlais,Republican ,4,5001800US4704,South,SE Central,0.6907519691919142,0.570111205883773,50.0,286280,55139,7087,4598,14858,32.8,10695,3733,59,6962,19.3,TN,0.34,0.64,47,0.27,0.7,NA,NA
"Congressional District 5 (118th Congress), Tennessee",Tennessee,Andy Ogles,Republican ,5,5001800US4705,South,SE Central,0.7618610189674236,0.6179868515480829,54.1,296179,67415,5111,3112,13474,32.8,9959,2133,53,7826,22.8,TN,0.34,0.64,47,0.39,0.56999999999999995,NA,NA
"Congressional District 6 (118th Congress), Tennessee",Tennessee,John Rose,Republican ,6,5001800US4706,South,SE Central,0.6664488361087951,0.5787866070498844,49.5,310296,52958,6892,4450,14928,29.2,9972,3485,56,6487,17.1,TN,0.34,0.64,47,0.32,0.68,NA,NA
"Congressional District 7 (118th Congress), Tennessee",Tennessee,Mark Green,Republican ,7,5001800US4707,South,SE Central,0.6883080204806507,0.6037599743233667,47.6,296765,52845,5368,3861,16694,30.0,10699,2971,55,7728,17.8,TN,0.34,0.64,47,0.38,0.6,NA,NA
"Congressional District 8 (118th Congress), Tennessee",Tennessee,David Kustoff,Republican ,8,5001800US4708,South,SE Central,0.6229523529568959,0.5335061453081866,52.0,293974,55648,4796,4128,15309,31.1,8912,2750,53,6162,18.9,TN,0.34,0.64,47,0.26,0.72,NA,NA
"Congressional District 9 (118th Congress), Tennessee",Tennessee,Steve Cohen,Democratic ,9,5001800US4709,South,SE Central,0.6784840238605849,0.6129285265654442,32.9,298647,31593,7766,3624,31346,29.5,9106,5925,47,3181,10.6,TN,0.34,0.64,47,0.71,0.26,NA,NA
"Congressional District 1 (118th Congress), Texas",Texas,Nathaniel Moran,Republican ,1,5001800US4801,South,SW Central,0.6288195452673091,0.5383820953700617,48.9,279372,52704,5055,3257,17867,32.9,8663,3630,51,5033,18.9,TX,0.42,0.56,48,--,1,NA,NA
"Congressional District 2 (118th Congress), Texas",Texas,Daniel Crenshaw,Republican ,2,5001800US4802,South,SW Central,0.7587541179143474,0.5817584195337295,57.0,262246,77446,6350,3905,11468,41.0,10496,2009,56,8487,29.5,TX,0.42,0.56,48,0.34,0.66,NA,NA
"Congressional District 3 (118th Congress), Texas",Texas,Keith Self,Republican ,3,5001800US4803,South,SW Central,0.7698213926005506,0.6079641294607558,59.2,265503,86661,4062,3349,11118,42.3,9149,1718,48,7431,32.6,TX,0.42,0.56,48,0.38,0.62,NA,NA
"Congressional District 4 (118th Congress), Texas",Texas,Pat Fallon,Republican ,4,5001800US4804,South,SW Central,0.7306231769118062,0.5999670006502813,56.1,289884,76617,4618,3954,12534,36.8,9176,1880,49,7296,26.4,TX,0.42,0.56,48,0.32,0.68,NA,NA
"Congressional District 5 (118th Congress), Texas",Texas,Lance Gooden,Republican ,5,5001800US4805,South,SW Central,0.7109884698330757,0.5788920021629061,52.1,263600,56507,6243,3943,16241,37.1,10077,3140,57,6937,21.4,TX,0.42,0.56,48,0.36,0.64,NA,NA
"Congressional District 6 (118th Congress), Texas",Texas,Jake Ellzey,Republican ,6,5001800US4806,South,SW Central,0.6958026237348423,0.591467445667787,51.0,255056,58929,7044,3882,15917,38.4,11233,3912,62,7321,23.1,TX,0.42,0.56,48,0.34,0.66,NA,NA
"Congressional District 7 (118th Congress), Texas",Texas,Lizzie Pannill Fletcher,Democratic ,7,5001800US4807,South,SW Central,0.7874778976501038,0.6469086946547373,46.5,309603,60579,7333,3312,15740,30.5,10236,3328,47,6908,19.6,TX,0.42,0.56,48,0.61,0.39,NA,NA
"Congressional District 8 (118th Congress), Texas",Texas,Morgan Luttrell,Republican ,8,5001800US4808,South,SW Central,0.7329873970623809,0.5789624173273107,55.7,258379,70512,6921,2976,14258,40.5,11856,3929,65,7927,27.3,TX,0.42,0.56,48,0.32,0.68,NA,NA
"Congressional District 9 (118th Congress), Texas",Texas,Al Green,Democratic ,9,5001800US4809,South,SW Central,0.7329017530718884,0.6035607506518593,42.3,272169,52296,9751,3284,21576,36.2,11377,3770,57,7607,19.2,TX,0.42,0.56,48,1,--,NA,NA
"Congressional District 10 (118th Congress), Texas",Texas,Michael McCaul,Republican ,10,5001800US4810,South,SW Central,0.6689234237861341,0.5748303928145375,50.9,280805,62534,4620,3086,12716,32.3,8817,2458,47,6359,22.3,TX,0.42,0.56,48,0.34,0.64,NA,NA
"Congressional District 11 (118th Congress), Texas",Texas,August Pfluger,Republican ,11,5001800US4811,South,SW Central,0.7309058215329287,0.5738347505481789,51.3,289405,61610,8586,4184,19902,36.2,13494,4081,75,9413,21.3,TX,0.42,0.56,48,--,1,NA,NA
"Congressional District 12 (118th Congress), Texas",Texas,Craig Goldman,Republican ,12,5001800US4812,South,SW Central,0.736733616122383,0.6006103253136931,50.0,285703,60408,6383,3517,14706,33.1,11121,3180,57,7941,21.1,TX,0.42,0.56,48,0.37,0.63,New member,NA
"Congressional District 13 (118th Congress), Texas",Texas,Ronny L. Jackson,Republican ,13,5001800US4813,South,SW Central,0.6822542161047899,0.5880244317612897,48.2,283675,54977,6273,4773,14524,31.9,8779,2632,48,6147,19.4,TX,0.42,0.56,48,--,1,NA,NA
"Congressional District 14 (118th Congress), Texas",Texas,Randy Weber,Republican ,14,5001800US4814,South,SW Central,0.645459416454237,0.550906003971616,50.1,283467,56651,5742,3045,16395,32.7,9762,3226,56,6536,20.0,TX,0.42,0.56,48,0.31,0.69,NA,NA
"Congressional District 15 (118th Congress), Texas",Texas,Monica De La Cruz,Republican ,15,5001800US4815,South,SW Central,0.6650158288989964,0.507022388554711,48.3,239047,57084,6260,2604,20659,42.7,12010,4158,65,7852,23.9,TX,0.42,0.56,48,0.43,0.56999999999999995,NA,NA
"Congressional District 16 (118th Congress), Texas",Texas,Veronica Escobar,Democratic ,16,5001800US4816,South,SW Central,0.7069162221331442,0.5497434872409888,45.5,264839,56211,7032,4326,21256,38.6,11928,4514,63,7414,21.2,TX,0.42,0.56,48,0.59,0.4,NA,NA
"Congressional District 17 (118th Congress), Texas",Texas,Pete Sessions,Republican ,17,5001800US4817,South,SW Central,0.641336828909858,0.5679500325073343,46.2,280539,54543,5599,4466,17311,33.3,10600,4047,56,6553,19.4,TX,0.42,0.56,48,0.34,0.66,NA,NA
"Congressional District 18 (118th Congress), Texas",Texas,Sylvester Turner,Democratic ,18,5001800US4818,South,SW Central,0.7067031381708052,0.6063666806762564,38.8,275567,45075,6834,4039,23811,33.8,12768,5403,64,7365,16.4,TX,0.42,0.56,48,0.69,0.31,New member,NA
"Congressional District 19 (118th Congress), Texas",Texas,Jodey Arrington,Republican ,19,5001800US4819,South,SW Central,0.6651984257133486,0.576188513561845,46.9,282694,54181,7181,3588,16404,33.0,11247,4718,61,6529,19.2,TX,0.42,0.56,48,--,0.81,NA,NA
"Congressional District 20 (118th Congress), Texas",Texas,Joaquin Castro,Democratic ,20,5001800US4820,South,SW Central,0.733655562610323,0.6106831267843756,40.4,281635,51958,8613,5011,21763,36.5,12002,5148,57,6854,18.4,TX,0.42,0.56,48,1,--,NA,NA
"Congressional District 21 (118th Congress), Texas",Texas,Chip Roy,Republican ,21,5001800US4821,South,SW Central,0.7055878552971576,0.5798477327502275,55.3,302594,61631,5272,3070,11565,29.3,7912,1689,46,6223,20.4,TX,0.42,0.56,48,0.36,0.62,NA,NA
"Congressional District 22 (118th Congress), Texas",Texas,Troy Nehls,Republican ,22,5001800US4822,South,SW Central,0.727569515574846,0.5831191446266766,59.2,263468,85538,4583,3426,12544,43.6,9033,1839,48,7194,32.5,TX,0.42,0.56,48,0.38,0.62,NA,NA
"Congressional District 23 (118th Congress), Texas",Texas,Tony Gonzales,Republican ,23,5001800US4823,South,SW Central,0.6806089694804953,0.551948849030991,51.1,247996,58152,6167,3500,16004,38.8,11442,3217,67,8225,23.4,TX,0.42,0.56,48,0.38,0.62,NA,NA
"Congressional District 24 (118th Congress), Texas",Texas,Beth Van Duyne,Republican ,24,5001800US4824,South,SW Central,0.7764479110632957,0.6217653078855381,57.1,284428,74666,3766,3290,12132,35.2,8735,1295,50,7440,26.3,TX,0.42,0.56,48,0.4,0.6,NA,NA
"Congressional District 25 (118th Congress), Texas",Texas,Roger Williams,Republican ,25,5001800US4825,South,SW Central,0.7188363665458716,0.5868936472498478,51.5,281458,59806,6249,3277,14237,33.5,11757,3845,62,7912,21.2,TX,0.42,0.56,48,--,0.99,NA,NA
"Congressional District 26 (118th Congress), Texas",Texas,Brandon Gill,Republican ,26,5001800US4826,South,SW Central,0.7865399904859801,0.6554963617463617,58.5,280668,80238,4560,3994,12258,38.7,10354,2053,53,8301,28.6,TX,0.42,0.56,48,0.36,0.62,New member,NA
